first_name,last_name,nickname,record,age,height,weight,weight_class,debut,arm_reach,leg_reach,born_town,academy,fighter_style,wins_by_ko,wins_by_first_round_ko,sig_striking_landed,sig_striking_throw,takedowns_attempted,takedowns_landed,takedowns_avg,sig_striking_landed_min,avg_knockdown_fight,striking_defence,knockdown_avg,sig_striking_recieved_min,sub_avg_per_fight,takedown_defence,avg_fight_time,sig_striking_landed_by_pos,wins_by_method,sig_striking_by_target
Jaime,Alvarez,,7-1-0 (W-L-D),34,68.00,125.00,Flyweight,"Aug. 15, 2017",69.00,,"Hollywood, Estados Unidos",,,0,0,41,102,3,,33%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(63%)', 'number': '26'}}, {'name': 'Clinch', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'Suelo', 'value': {'percentage': '(37%)', 'number': '15'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(57%)', 'number': '4'}}, {'name': 'DEC', 'value': {'percentage': '(29%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(14%)', 'number': '1'}}]}","{'head': {'percentage': '59%', 'value': '24'}, 'body': {'percentage': '15%', 'value': '6'}, 'legs': {'percentage': '27%', 'value': '11'}}"
Joel,Álvarez,"""El Fenomeno""",19-3-0 (W-L-D),29,74.00,156.00,Lightweight,"Feb. 23, 2019",77.00,42.00,España,,Striker,0,3,130,294,294,130,44%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(79%)', 'number': '103'}}, {'name': 'Clinch', 'value': {'percentage': '(8%)', 'number': '10'}}, {'name': 'Suelo', 'value': {'percentage': '(13%)', 'number': '17'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(16%)', 'number': '3'}}, {'name': 'DEC', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(84%)', 'number': '16'}}]}","{'head': {'percentage': '63%', 'value': '82'}, 'body': {'percentage': '18%', 'value': '23'}, 'legs': {'percentage': '19%', 'value': '25'}}"
Warlley,Alves,,15-6-0 (W-L-D),32,71.00,171.00,Welterweight,"May. 31, 2014",72.00,42.00,"Governador Valadares, Brasil",XGYM - Rio de Janeiro,Kickboxer,4,7,457,955,26,8,50%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(77%)', 'number': '351'}}, {'name': 'Clinch', 'value': {'percentage': '(16%)', 'number': '71'}}, {'name': 'Suelo', 'value': {'percentage': '(8%)', 'number': '35'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(27%)', 'number': '4'}}, {'name': 'DEC', 'value': {'percentage': '(27%)', 'number': '4'}}, {'name': 'SUB', 'value': {'percentage': '(47%)', 'number': '7'}}]}","{'head': {'percentage': '56%', 'value': '258'}, 'body': {'percentage': '23%', 'value': '106'}, 'legs': {'percentage': '20%', 'value': '93'}}"
Rafael,Alves,"""The Turn""",20-12-0 (W-L-D),32,68.00,155.00,Lightweight,"Feb. 20, 2021",68.00,38.00,Brasil,,MMA,7,8,95,194,4,,25%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(92%)', 'number': '87'}}, {'name': 'Clinch', 'value': {'percentage': '(3%)', 'number': '3'}}, {'name': 'Suelo', 'value': {'percentage': '(5%)', 'number': '5'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(35%)', 'number': '7'}}, {'name': 'DEC', 'value': {'percentage': '(25%)', 'number': '5'}}, {'name': 'SUB', 'value': {'percentage': '(40%)', 'number': '8'}}]}","{'head': {'percentage': '58%', 'value': '55'}, 'body': {'percentage': '23%', 'value': '22'}, 'legs': {'percentage': '19%', 'value': '18'}}"
Rayanne,Amanda,,0-1-0 (W-L-D),27,,115.50,Women's Strawweight,"Mar. 07, 2023",,,,,,0,0,55,174,4,,25%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(93%)', 'number': '51'}}, {'name': 'Clinch', 'value': {'percentage': '(7%)', 'number': '4'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '80%', 'value': '44'}, 'body': {'percentage': '11%', 'value': '6'}, 'legs': {'percentage': '9%', 'value': '5'}}"
Makwan,Amirkhani,"""Mr. Finland""",17-8-0 (W-L-D),34,70.00,145.50,Featherweight,"Jan. 24, 2015",72.00,41.00,Irak,Allstarts Gym,Wrestling,1,12,161,363,76,12,43%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(65%)', 'number': '104'}}, {'name': 'Clinch', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'Suelo', 'value': {'percentage': '(35%)', 'number': '57'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(6%)', 'number': '1'}}, {'name': 'DEC', 'value': {'percentage': '(24%)', 'number': '4'}}, {'name': 'SUB', 'value': {'percentage': '(71%)', 'number': '12'}}]}","{'head': {'percentage': '88%', 'value': '141'}, 'body': {'percentage': '8%', 'value': '13'}, 'legs': {'percentage': '4%', 'value': '7'}}"
Jaqueline,Amorim,,0-0-0 (W-L-D),27,,,Women's Strawweight,"Apr. 08, 2023",,,,,,0,0,0,0,0,0,0,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'Clinch', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'Suelo', 'value': {'percentage': '(0', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '0%', 'value': '0'}, 'body': {'percentage': '0%', 'value': '0'}, 'legs': {'percentage': '0%', 'value': '0'}}"
Eryk,Anders,"""Ya Boi""",15-7-0 (W-L-D),35,73.00,186.00,Middleweight,"Jul. 23, 2017",75.00,43.50,"San Antonio, Estados Unidos","Fight Ready - Scottsdale, AZ",MMA,9,1,609,1285,72,6,26%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(61%)', 'number': '371'}}, {'name': 'Clinch', 'value': {'percentage': '(21%)', 'number': '130'}}, {'name': 'Suelo', 'value': {'percentage': '(18%)', 'number': '108'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(60%)', 'number': '9'}}, {'name': 'DEC', 'value': {'percentage': '(33%)', 'number': '5'}}, {'name': 'SUB', 'value': {'percentage': '(7%)', 'number': '1'}}]}","{'head': {'percentage': '71%', 'value': '431'}, 'body': {'percentage': '23%', 'value': '141'}, 'legs': {'percentage': '6%', 'value': '37'}}"
Tatsuya,Ando,,0-0-0 (W-L-D),,,,Bantamweight,"Mar. 07, 2023",,,,,,0,0,0,0,0,0,0,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'Clinch', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'Suelo', 'value': {'percentage': '(0', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '0%', 'value': '0'}, 'body': {'percentage': '0%', 'value': '0'}, 'legs': {'percentage': '0%', 'value': '0'}}"
Jessica,Andrade,"""Bate Estaca""",24-10-0 (W-L-D),31,61.50,132.00,Women's Flyweight,"Jul. 27, 2013",62.00,35.00,"Umuarama, Brasil",PRVT Para Vale Tudo,Muay Thai,9,8,1515,2964,71,33,55%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(68%)', 'number': '1037'}}, {'name': 'Clinch', 'value': {'percentage': '(19%)', 'number': '287'}}, {'name': 'Suelo', 'value': {'percentage': '(13%)', 'number': '191'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(38%)', 'number': '9'}}, {'name': 'DEC', 'value': {'percentage': '(29%)', 'number': '7'}}, {'name': 'SUB', 'value': {'percentage': '(33%)', 'number': '8'}}]}","{'head': {'percentage': '65%', 'value': '987'}, 'body': {'percentage': '23%', 'value': '343'}, 'legs': {'percentage': '12%', 'value': '185'}}"
Juan,Andres,,0-1-0 (W-L-D),27,67.00,126.00,Flyweight,"Mar. 07, 2023",72.00,39.00,,,,0,0,49,155,4,,0%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(100%)', 'number': '49'}}, {'name': 'Clinch', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '55%', 'value': '27'}, 'body': {'percentage': '31%', 'value': '15'}, 'legs': {'percentage': '14%', 'value': '7'}}"
Julius,Anglickas,,0-0-0 (W-L-D),31,75.00,206.00,Light Heavyweight,"Mar. 07, 2023",75.00,46.00,Lituania,,,0,0,62,79,8,,50%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(24%)', 'number': '15'}}, {'name': 'Clinch', 'value': {'percentage': '(61%)', 'number': '38'}}, {'name': 'Suelo', 'value': {'percentage': '(15%)', 'number': '9'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '40%', 'value': '25'}, 'body': {'percentage': '34%', 'value': '21'}, 'legs': {'percentage': '26%', 'value': '16'}}"
Chad,Anheliger,"""The Monster""",12-6-0 (W-L-D),36,66.00,135.50,Bantamweight,"Feb. 19, 2022",64.50,37.00,"Kelowna, Canadá",Champions Creed MMA,Freestyle,7,3,153,351,3,,0%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(65%)', 'number': '99'}}, {'name': 'Clinch', 'value': {'percentage': '(14%)', 'number': '22'}}, {'name': 'Suelo', 'value': {'percentage': '(21%)', 'number': '32'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(58%)', 'number': '7'}}, {'name': 'DEC', 'value': {'percentage': '(17%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(25%)', 'number': '3'}}]}","{'head': {'percentage': '72%', 'value': '110'}, 'body': {'percentage': '16%', 'value': '25'}, 'legs': {'percentage': '12%', 'value': '18'}}"
Magomed,Ankalaev,,18-1-1 (W-L-D),30,75.00,205.00,Light Heavyweight,"Mar. 17, 2018",75.00,46.00,Rusia,,MMA,10,6,485,928,31,,29%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(65%)', 'number': '316'}}, {'name': 'Clinch', 'value': {'percentage': '(10%)', 'number': '48'}}, {'name': 'Suelo', 'value': {'percentage': '(25%)', 'number': '121'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(56%)', 'number': '10'}}, {'name': 'DEC', 'value': {'percentage': '(44%)', 'number': '8'}}, {'name': 'SUB', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'head': {'percentage': '64%', 'value': '312'}, 'body': {'percentage': '26%', 'value': '125'}, 'legs': {'percentage': '10%', 'value': '48'}}"
Adam,Antolin,"""Captain Chaos""",13-3-0 (W-L-D),40,65.00,125.00,Flyweight,"Aug. 29, 2017",,,"San Jose, Estados Unidos",,,0,0,86,165,7,,0%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(86%)', 'number': '74'}}, {'name': 'Clinch', 'value': {'percentage': '(14%)', 'number': '12'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(15%)', 'number': '2'}}, {'name': 'DEC', 'value': {'percentage': '(15%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(69%)', 'number': '9'}}]}","{'head': {'percentage': '43%', 'value': '37'}, 'body': {'percentage': '35%', 'value': '30'}, 'legs': {'percentage': '22%', 'value': '19'}}"
Aoriqileng,,"""The Mongolian Murderer""",24-9-0 (W-L-D),29,67.00,136.00,Bantamweight,"Apr. 24, 2021",69.00,39.00,"Inner Mongolia, China","Fight Ready - Scottsdale, AZ",,7,2,290,596,11,4,45%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(83%)', 'number': '242'}}, {'name': 'Clinch', 'value': {'percentage': '(7%)', 'number': '20'}}, {'name': 'Suelo', 'value': {'percentage': '(10%)', 'number': '28'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(30%)', 'number': '7'}}, {'name': 'DEC', 'value': {'percentage': '(61%)', 'number': '14'}}, {'name': 'SUB', 'value': {'percentage': '(9%)', 'number': '2'}}]}","{'head': {'percentage': '69%', 'value': '200'}, 'body': {'percentage': '23%', 'value': '68'}, 'legs': {'percentage': '8%', 'value': '22'}}"
Josh,Appelt,,15-7-0 (W-L-D),39,70.00,252.50,Heavyweight,"Mar. 07, 2023",,,"Tacoma, Estados Unidos",,,0,0,0,0,0,0,0,,,,,,,,,{},{},{}
Travis,Aragon,"""Tenacious""",0-0-0 (W-L-D),41,,,Middleweight,"Mar. 07, 2023",,,,,,0,0,0,0,0,0,0,,,,,,,,,{},{},{}
Viviane,Araújo,"""Vivi""",11-5-0 (W-L-D),36,64.00,130.20,Women's Flyweight,"May. 11, 2019",68.00,36.50,"Brasília, Brasil",,MMA,3,4,652,1377,35,5,49%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(96%)', 'number': '623'}}, {'name': 'Clinch', 'value': {'percentage': '(2%)', 'number': '11'}}, {'name': 'Suelo', 'value': {'percentage': '(3%)', 'number': '18'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(27%)', 'number': '3'}}, {'name': 'DEC', 'value': {'percentage': '(36%)', 'number': '4'}}, {'name': 'SUB', 'value': {'percentage': '(36%)', 'number': '4'}}]}","{'head': {'percentage': '75%', 'value': '486'}, 'body': {'percentage': '15%', 'value': '100'}, 'legs': {'percentage': '10%', 'value': '66'}}"
Julio,Arce,,18-6-0 (W-L-D),33,67.00,135.80,Bantamweight,"Aug. 08, 2017",70.00,39.00,"Miami, Estados Unidos",,Freestyle,5,5,537,1486,13,,31%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(91%)', 'number': '487'}}, {'name': 'Clinch', 'value': {'percentage': '(7%)', 'number': '35'}}, {'name': 'Suelo', 'value': {'percentage': '(3%)', 'number': '15'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(26%)', 'number': '5'}}, {'name': 'DEC', 'value': {'percentage': '(47%)', 'number': '9'}}, {'name': 'SUB', 'value': {'percentage': '(26%)', 'number': '5'}}]}","{'head': {'percentage': '74%', 'value': '396'}, 'body': {'percentage': '21%', 'value': '114'}, 'legs': {'percentage': '5%', 'value': '27'}}"
Carrese,Archer,"""One Punch""",0-0-0 (W-L-D),33,,,Middleweight,"Mar. 07, 2023",,,,,,0,0,0,0,0,0,0,,,,,,,,,{},{},{}
Dan,Argueta,"""The Determined""",9-1-0 (W-L-D),29,67.00,146.00,Featherweight,"Jun. 04, 2022",68.00,38.00,Estados Unidos,,MMA,2,4,74,144,9,1,56%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(58%)', 'number': '43'}}, {'name': 'Clinch', 'value': {'percentage': '(22%)', 'number': '16'}}, {'name': 'Suelo', 'value': {'percentage': '(20%)', 'number': '15'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(25%)', 'number': '2'}}, {'name': 'DEC', 'value': {'percentage': '(25%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(50%)', 'number': '4'}}]}","{'head': {'percentage': '72%', 'value': '53'}, 'body': {'percentage': '16%', 'value': '12'}, 'legs': {'percentage': '12%', 'value': '9'}}"
Hashem,Arkhagha,,0-1-0 (W-L-D),33,74.00,189.00,Middleweight,"Mar. 07, 2023",75.00,42.00,,,,0,0,8,18,0,0,0,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(63%)', 'number': '5'}}, {'name': 'Clinch', 'value': {'percentage': '(38%)', 'number': '3'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '88%', 'value': '7'}, 'body': {'percentage': '13%', 'value': '1'}, 'legs': {'percentage': '0%', 'value': '0'}}"
Andrei,Arlovski,"""The Pit Bull""",34-21-0 (W-L-D),43,75.00,246.00,Heavyweight,"Nov. 17, 2000",77.00,44.00,Estados Unidos,"American Top Team ATT Coconut Creek, FL",Kickboxer,17,3,1565,3459,30,7,37%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(84%)', 'number': '1319'}}, {'name': 'Clinch', 'value': {'percentage': '(13%)', 'number': '204'}}, {'name': 'Suelo', 'value': {'percentage': '(3%)', 'number': '42'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(50%)', 'number': '17'}}, {'name': 'DEC', 'value': {'percentage': '(41%)', 'number': '14'}}, {'name': 'SUB', 'value': {'percentage': '(9%)', 'number': '3'}}]}","{'head': {'percentage': '57%', 'value': '897'}, 'body': {'percentage': '19%', 'value': '298'}, 'legs': {'percentage': '24%', 'value': '370'}}"
Garrett,Armfield,,8-3-0 (W-L-D),26,66.00,145.00,Bantamweight,"Jul. 09, 2022",70.00,38.00,"Eureka, Estados Unidos",Sanford MMA,Freestyle,5,3,21,72,2,,0%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(95%)', 'number': '20'}}, {'name': 'Clinch', 'value': {'percentage': '(5%)', 'number': '1'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(63%)', 'number': '5'}}, {'name': 'DEC', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(38%)', 'number': '3'}}]}","{'head': {'percentage': '71%', 'value': '15'}, 'body': {'percentage': '19%', 'value': '4'}, 'legs': {'percentage': '10%', 'value': '2'}}"
Alex,Asbury,"""Anax Religion""",0-0-0 (W-L-D),27,,,Welterweight,"Mar. 07, 2023",,,,,,0,0,0,0,0,0,0,,,,,,,,,{},{},{}
Teddy,Ash,,0-0-0 (W-L-D),33,,185.50,Middleweight,"Mar. 07, 2023",,,"Fort McMurray, Canadá",,,0,0,109,177,0,0,0,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(58%)', 'number': '63'}}, {'name': 'Clinch', 'value': {'percentage': '(42%)', 'number': '46'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '73%', 'value': '80'}, 'body': {'percentage': '20%', 'value': '22'}, 'legs': {'percentage': '6%', 'value': '7'}}"
Arman,Ashimov,,0-0-0 (W-L-D),31,,,Flyweight,"Mar. 07, 2023",,,Kazajistán,,,0,0,0,0,0,0,0,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'Clinch', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'Suelo', 'value': {'percentage': '(0', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '0%', 'value': '0'}, 'body': {'percentage': '0%', 'value': '0'}, 'legs': {'percentage': '0%', 'value': '0'}}"
Yanal,Ashmoz,,0-0-0 (W-L-D),27,,,Lightweight,"Mar. 18, 2023",,,Israel,,,0,0,0,0,0,0,0,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'Clinch', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'Suelo', 'value': {'percentage': '(0', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '0%', 'value': '0'}, 'body': {'percentage': '0%', 'value': '0'}, 'legs': {'percentage': '0%', 'value': '0'}}"
Khusein,Askhabov,"""Nohcho""",23-1-0 (W-L-D),28,68.00,146.00,Featherweight,"Jul. 16, 2022",69.00,39.00,"Grozny , Rusia",,MMA,6,10,30,114,6,,0%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(83%)', 'number': '25'}}, {'name': 'Clinch', 'value': {'percentage': '(17%)', 'number': '5'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(26%)', 'number': '6'}}, {'name': 'DEC', 'value': {'percentage': '(30%)', 'number': '7'}}, {'name': 'SUB', 'value': {'percentage': '(43%)', 'number': '10'}}]}","{'head': {'percentage': '50%', 'value': '15'}, 'body': {'percentage': '23%', 'value': '7'}, 'legs': {'percentage': '27%', 'value': '8'}}"
